id,event_plan_id,user_id,timestamp,prompt_text,generated_text,success,error_message,inference_time_ms
40,5,1,2026-06-03T02:54:43.302338,План: Спортивное мероприятие,"В рамках фестиваль стартапов в сфере digital 3D состоится спортивно – развлекательное событие . Ожидается 40 участников со всей России и стран СНГ, которые создадут прототипы нейросетей за 48 часов! Цель мероприятий - развитие soft skills у студентов технических вузов Москвы
Организатор фестиваля «Стартап Сахалин» Приглашаются студенты всех курсов МФТИ им ИИ Университета ИТМО для участия во всероссийского конкурса молодых талантов 2+ лет опыта развития карьеры 02/2025 года 010 Москва приглашает представителей IT–население 291 участника 272 выпускников московских школ с высшим образованием 03/. Организатор Фестиваль проводит конкурс среди школьников 147 человек 04 июня 2019 г., чтобы поддержать молодые таланты 21 века 05 июля 2018г.. Участники представят свои проекты на суд жюри из разных городов РФ… Планируется 432 работы 303 экспонатов 235 авторов 096 образцов современного искусства 06). Работы будут представлены по всем направлениям it-, 124 художников 07.-12июня 19.:30 — 228 зрителей смогут увидеть все желающие 08./07.—23 августа 18 : 00 мск 179 посетителей станут участниками спортивного соревнования 11—18 сентября 2017года включительно 13% аудитории сайта www.startupsakhalexpo24hitovosting.ru Как выступать без страха? Практикум от Алексея Федотова 1508.09.2017 16:10−19:40 Новосибирск Организаторы приглашают начинающих дизайнеров принять участие internet marketplace events 26th of July to 28 August at 911 Moscow venue for start up designers and creators as well their work will be displayed on the site with a focus towards innova learnings among them 24 hours later…. Мероприятие направлено не только популяризацию культурного наследия города Новосибирска как центра инноваций 31 мая /13~17:50 Время уточняется организаторами планируется проведение турнира спикера (+) Алексей Федоров («Сколково»). К участию приглашены дизайнеры Дмитрий Петров (, Санкт‑Петербург), Анна Сидорова (), Сергей Морозов (). Предполагается 46 работ 35%. Руководители отделов продаж образовательных учреждений также могут стать авторами проектов 25 апреля 2020 годa». Стратегии снижения углеродного следа при продвижении продуктов питания Фондом Сколкова пока нет смысла ждать результатов исследований рынка до конца лета или осени 2016 году; организаторы надеются привлечь внимание к будущему маркетингу через два месяца после начала соревнований. Конференция посвящена современным инструментах продвижения сайтов 33 % слушателей планируют посетить семинар организаторов будущего праздника искусств 02 октября 20127 годовщина образования университета информационных технологий имени СКОЛКОВ",True,,21454
41,5,1,2026-06-03T03:02:17.837739,План: Спортивное мероприятие,"В рамках фестиваль стартапов в сфере digital 3D состоится спортивно – развлекательное событие . Ожидается 40 участников со всей России и стран СНГ, которые создадут прототипы нейросетей за 48 часов работы без страха быть пойманными на лету! Цель мероприятий - развитие soft skills у студентов технических вузов Москвы
Организатор фестиваля «Стартап Сахалин» Приглашаются студенты всех курсов МФТИ им ИИ Университета ИТМО для участия во все желающие 18+ лет опыта разработки программного обеспечения 4K/5КРДата события 19 июня с 09.: Сергей Морозов («Сколково»). Организатор : Центр развития карьеры СПбГУТ Контакты организаторов указаны здесь http://www2krsuhovskstartupinschool24ru/. Участники смогут создать свои первые проекты бесплатно до 30 сентября 2016 года включительно по адресу Санкт–Петербургская школа дизайна КРОСТАВТОПИТЕХИМ приглашает молодых талантов города Самара принять участие internet designers to create their first projects for free on line from the university of technology at Strategy and development by means learning opportunity as well now it is possible through education today… Мероприятие проводится при поддержке Центра инноваций Сколкова 178 выпускников московских школ искусств 21 века 271 + 387 человек зарегистрировались 290 из них уже сейчас ждут своей очереди зарегистрироваться чтобы стать участниками спортивного соревнования 286 проектов стоимостью от 49 рублей каждый.. Планируется 393 участника 239 заявок 224 резюме будут рассмотрены 24 августа 2015 г., а также 45 победителей конкурса станут обладателями стипендий Фонда содействия развитию информационных технологий Москва ждёт ещё 36 новых талантливых ребят 1408 вакансий 1609 претендентов 1507 специалистов 13 июля текущего месяца). Организаторы приглашают представителей творческих профессий 2nd generation agesion including IT professions 26th century age listening audiences across Russia with a goal that will help them make outstanding contributений к будущему городу 25 years later than they have been able accessible via social media 1111 times more time slides are needed each year so far? Стратегии снижения углеродного следа необходимо развивать молодёжь 12) Фестиваль организован Фондом инфраструктурных программ Правительства Московской области совместно c центром поддержки молодёжи СберКоммуникационная группа компаний Эконика 02.10.-2025 Адрес оргкомитета уточняется организаторами event space start up events 01_12./Центр координации науки 03.2010 @crowdexpo Новосибирск /Кафедра ЮНЕСКО 0401@CrossFoundry Как выступать публично 05.05.–2115",True,,22907
42,5,1,2026-06-03T03:02:55.475496,План: Спортивное мероприятие,"В рамках фестиваль стартапов в сфере digital 3D состоится спортивно – развлекательное событие . Ожидается 40 участников со всей России и стран СНГ, которые создадут прототипы нейросетей за 48 часов работы без страха быть пойманными на лету! Цель мероприятий - развитие soft skills у студентов технических вузов Москвы
Организатор фестиваля «Стартап Сахалин» Приглашаются студенты всех курсов МФТИ им ИИ Университета ИТМО для участия во все желающие 18+ лет опыта разработки программного обеспечения 4K/5КРДата события 19 июня с 09.: Сергей Морозов («Сколково»). Организатор : Агентство инноваций Яндекса Москва Контакты организаторов пока не разглашают информацию о месте расположения площадки Фестиваля 01025611@mfiocomplex Новосибирск Адрес электронной почты info @startupsakhalinformula Как добраться до места назначения? Участники смогут зарегистрироваться по ссылке http://www2krussia24hostingru/. Регистрация открыта 24 часа назад стало известно место будущего соревнования — Нижний Новгород». Планируется 393 участника из разных городов РФ будут соревноваться друг перед началом соревнований 274 человек зарегистрируются бесплатно 291 участник получит шанс стать участником турнира 309 рублей от спонсоров 287 посетителей сайта startpoliceafest3110thisday in Moscow to date включительно). Организаторы обещают 100% охват аудитории молодых талантов 21 века 31 мая 2016 года 17:30—20:40 мск., Казань Онлайн трансляция начнется после регистрации гостей Мероприятие будет проходить через сайт www./crowdexpo_novosibirskaya via Twitter организатора event center КРОССАВТОРСАНТ Плюс Санкт–Петербург (). Предполагается участие дизайнеров одежды 358 выпускников московских ВУЗов 23−28 годов рождения 22 апреля 2017 г.). Стратегии снижения углеродного следа участники разработают совместно c экспертами агентства itSMMail Russia 0212.-22nday at 11:50 в Самара планируется проведение спортивного состязания среди начинающих художников 0301.—04.09.2017г.; ожидается 3838 спортсменов 1408 слушателей; организаторы надеются привлечь внимание к развитию IT технологий 0413.(Новостная информация) Конференция посвящена современным трендам продвижения территорий 0521.. Обсуждение последних тенденциях развития интернет пространства 0627…. Работы победителей конкурса станут основой портфолио будущих иллюстраторов 0729… Практикум привлечения инвестиций 0834... Выставка современного искусства 1235....Цель проекта заключается популяризация культурного наследия 26 марта 2018 год исполняется 25лет спустя 15",True,,28763
43,5,1,2026-06-03T03:03:03.270831,План: Спортивное мероприятие,"В рамках фестиваль стартапов в сфере digital 3D состоится спортивно – развлекательное событие . Ожидается 40 участников со всей России и стран СНГ, которые создадут прототипы нейросетей за 48 часов работы без страха быть пойманными на лету! Цель мероприятий - развитие soft skills у студентов технических вузов Москвы
Организатор фестиваля «Стартап Сахалин» Приглашаются студенты всех курсов МФТИ им ИИ Университета ИТМО для участия во все желающие 18+ лет опыта разработки программного обеспечения 4K/5КРДата события 19 июня с 09.: Вадим Смирнов (). Организатор : Агентство инноваций Яндекса Москва 24 часа назад состоялось открытие Фестиваль современного искусства 03 Окружная выставка молодых талантов 02 июля 2018 года по адресу ул.. Участники представят свои проекты развития it’s like tools and services for the future in Moscow… Стратегии снижения углеродного следа 04–10.–11., 12:30 Время уточняется Организаторы приглашают представителей творческих профессий принять участие…. Планируется 383 участника из 392 резюме 290 заявок от начинающих дизайнеров 05). Мероприятие организовано агентством инновационных технологий 017 выпускников московских ВУЗов 06». Предполагается 364 конкурсантов 07 гостей 276 человек 08) Как выступать лучше? Практикум 11 сентября 2017 г.). Все участники получат сертификаты организаторов 149 баллов рейтинга активности 151 балл.) Работы победителей будут размещены бесплатно 178 мест размещения информации о мероприятиях 22 августа 2019г.» Подробности читайте здесь http://www./newsru24korabelnskaya/. Конференция посвящена современным инструментах продвижения вебсайтов 21 века 13 мая состоялась конференция посвященная маркетингу 2nd place events organized by agency of innovative startup awards at MIT Technology labyrinkshopperschool on behalf Ofstarsoundation with aid from mailing listenings 26th anniversary event hosted as partial sponsorship is available through its website 31 July will be held here where you can find information about how they work today without being trapped into laboratory space or offline activities 28 hours before competition begins 1609 places are open now due time 30 minutes later during conference presentations that focuses primarily upon performance practices used worldwide but also include new technologies including social media technology 23 years old people may participate along this path towards making your own products more accessible 25 days afterwards.- Выставка достижений науки 0001072025 время уточнено до десяти вечера Адрес: Нижний Новгород Начало регистрации посетителей будет осуществляться через сайт www.(",True,,25481
44,5,1,2026-06-03T16:50:15.312151,План: Спортивное мероприятие,"В программе:- управлению agile проектами.. Цель – Выработка стратегии развития маркетинга в области спорта и инноваций.... Организатор : Клуб «Стартап Сахалин». Формат участия - онлайн . Количество участников — 499, из них 311 человек... Мероприятие продлится до 11 часов вечера…
Список мероприятий на тему ""Креативным индустриям"" можно посмотреть здесь _______________________________________________________________ 
     Мы обсудим созданию вирусного контента для социального предпринимательства с использованием искусственного интеллекта; рассмотрим кейсы по разработке игр ; анализу больших данных , цифровизации бизнес процессов от теории через практики.; а также будем говорить о защите информации между образованиями ..Аудит организован Российским клубом выпускников МФТИ им ИИ Университета ИТМО РАН.""   Ожидается 212 студентов со всей России!    Окончание регистрации 12 июня 2016 года ! ____________________﻿                         Регистрация заканчивается 13 мая!!!)). Категорию соревнований будет проходить автоматически!!))))) Начало работы 14 минут.) Участники получат практические навыки создания нейросетевых приложений под iOS/Android'аторов ). Приложение разработают за 15 секунд!) Максимальное количество баллов = 169 !!!Внимание организаторов.: мы расскажем об устойчивому развитию городов посредством культуры экологии )), личному финансовом планированию карьеры маркетингу или креативному бюджетировании.(ссылка ниже); проведём анализ большого количества пользователей интернета.); займёмся разработкой игровых проектов;.  Ключевые темы будут посвящены цифровой трансформации бизнеса.....Мероприятие ориентировано как студенты старших курсов технических специальностей вузов Москвы.).  Планируется участие 404 человека., организаторы оставляют заявку после получения заявки!!!!)))) Ждём вас 191 участник!).Желаем вам удачи при выборе места проведение конкурса….Контакты оргкомитету КРОССОЛИДЭКСИМБАНКАМИТЕ http://kroscillimediaclubschool@mailru/.  Технопарк Академия Яндекса проводит конкурс уже сейчас!…источник новости смотрите тут https://www220256290303155	2016 год прошёл((лабораторию #KRussianCampaignerSocialWorkers провели круглый стол«Спорт» ), который посвящённый искусственному интеллекту …и будущее.»  Целью является выработку стратегий продвижения медицины среди искусства…, но главное внимание уделяется экологическому поведению.– отметили участники конференции.- отметил Алексей Федотов («Яндекс»).Организатор клуба молодых учёных МГУ имени Ломоносова.]Также планируется привлечение внимания молодёжи города Новосибирска…»..............................",True,,21733
45,5,1,2026-06-03T16:51:34.661299,План: Спортивное мероприятие,"В программе:- созданию вирусного контента.. Цель – Привлечение внимания к инноваций и искусственного интеллекта… Организатор : Центр развития карьеры МФТИ .
Ауд.: Агентство стратегических инициатив Москвы  Мероприятие продлится до 11 часов вечера, после чего будет закрыто для посетителей из других городов России 
 Количество участников составит 4147 человек. Участники получат практические навыки по разработке игр…. Формат участия - онлайн! Категории конференции ориентированы на студенты старших курсов ВУЗов с опытом от 3 лет.... Ожидается 211 преподавателей вузов..... Читать дальше... Окончание в 12 ночи!!!!!!!!! Презентация «Спортивный контент» состоится 25 июня 2016 года !!!   Ключевые темы: цифровизации бизнес процессов образования; управлению agile проектами.; анализу больших данных ; защите информации ..Мероприятие посвящено нейромаркетингу а также личному финансовому планированию …Организатор проекта Фонд перспективных исследований Университета ИТМО.""Конференцию проводит агентство инновационных технологий города Москва».        К участию приглашаются преподаватели госорганов власти регионов РФ., сотрудники музеев современного искусства ИИЭТМЦ РАН.»_______________________________________________________________В программу планируется привлечение внимание студентов со стороны маркетинга.(количество слушателей — 485).                         Выработка стратегии социального предпринимательства..............................КРОССИЯНАРТЕХНОМУ ПАРКУРГУ ПРЕДСТАВАТОРОВ УРАЛИНАШКОМПАССОНАУ СРОЧНЫЙ КОМИКС предлагает рассмотреть вопрос создания сообщества спорта через цифровой трансформации культуры……",True,,13034
46,5,1,2026-06-03T16:51:59.935084,План: Спортивное мероприятие,"В программе:- цифровизации бизнес процессов.. Цель – повышение квалификации в области спорта и инноваций.... Организатор : Клуб «Стартап Сахалин».  Мероприятие продлится до 11 часов вечера .Аудит на тему ""Креативные индустриям года"" состоится с 13 по 15 июня включительно, а также будет организован онлайн для студентов старших курсов Университета ИТМО."" 

Спортивный фестиваль ориентирован как студенты младших классов средних школ города Москвы; сотрудники госорганов образования из регионов России.; организаторы - Центр развития карьеры МГУ имени МФТИ"". http://www22025611421123455	kartina1skyrussiaboxedaynaya228019140772015/studentsru/. Количество участников составит 399 человек). Формат участия — Очный! Категории соревнований будут организованы через интернет или вебинар.(Внимание к личному финансовому планированию) Участники получат практические навыки работы над устойчивым развитием городов… Окончание регистрации 14 июля 2015г., время окончания 12:30!!!   Ожидается 479 зрителей!! Регистрация закончится 16 летучих мышей!!!! Привлечение внимания маркетинга….        Мы обсудим созданию вирусного контента (""Яндекс"", управлению agile communities'ом,""цифровой трансформации""; рассмотрим нейромаркетингу); разработке игр ; анализу больших данных , защите от фишингарондинга · расскажем о робототехнике будущего • сделаем ставку не только маркетологическому развитию ноуслугам → планируемым",True,,13546
47,7,1,2026-06-03T17:00:36.789572,План: Практикум по разработке Telegram-ботов на Python,"В 13 лет в Петербурге прошёл тренинг «Тренинг для робототехнике» . Мероприятие посвящено созданию нейросетей  Цель – повышение квалификации инноваций.. Организатор : Технопарк развития Москвы КРОС совместно со Российским фондом образования.[+] Формат участия - онлайн[/a]. 

В программе:- защите от фишинга; анализу больших массивных систем искусственного интеллекта.;) а также личному финансовому планированию;.). Количество участников 421 из них получат практические навыки создания вирусного контента.- Мы обсудим цифровизации бизнес процессов через интернет вещей ; рассмотрим коворкингу как источнику дохода;, управлению agile-, hr‐командами , устойчивом развитии городов., тактике маркетинга.(а); сделаем акцент именно вокруг социального предпринимательства.<span style=""text–showbox"" content='clear texture_color__borderline', target = 'article'.&gt;&lt;&#10Цель проекта — привлечение внимания общества культуры.""Конференция продлится до 16 часов 15 минут"".Новостью мы поговорим о цифровой трансформации бизнеса посредством интернета‚ ноутамии примем участие во всех областях медицины или спорта.– Мария Соколовая (@MariaSokolovaVKontakta), руководитель отдела продаж компании ИИ Университета ИТМО.]Практика пройдёт при поддержке Российского фонда содействия развитию науки,[greenlighting], который занимается разработкой игр. Ожидается 311 человек.)Формирование сообщества экологии Петербурга [",True,,12727
48,7,1,2026-06-03T17:03:55.652731,План: Практикум по разработке Telegram-ботов на Python,"21/08 в 13 часов «Практика разработки игр» . участники получат практические навыки создания нейросетей  Мероприятие ориентировано как для студентов вузов так же дизайнеры и иллюстраторы agile-, но мы обсудим созданию вирусного контента – от теории к практике 

Контакты организаторов : Кафедра ИИ Университета ИТМО им МФТИ; Центр развития карьеры ВШЭ.; Агентство инноваций Москвы;. Организатор - Ассоциация выпускников КРОС.[+] Формат участия до 16 лет.] Цель — Выработка стратегии социального предпринимательства..[править статью]. [подробнее...] Мы также рассмотрим создание сообщества искусственного интеллекта образования России.""Новостная лента"": Сергей Морозов из Технопарк Академия Яндекса).    Ожидается 416 участников.<span style=""text–box"" width=140 alt_119 height = 306"">Организатор:307<br /&gt;&nbsp;, анотация продлится 15 минут после этого мероприятие завершится розыгрышем лотереёй среди школьников Петербурга ""Тренинг по робототехнике"".   Окончание регистрации 17 августа 2014 года!     Количество зарегистрированных пользователей составит 399.(ла)                         Регистрация заканчивается 182 человека., которые будут получать призы за участие.– это время организаторы планируют разработать 259 сценариев игрового процесса.- Максимальное количество призов—конкурсы.— Презентацию можно будет провести отдельно или объединить их между спортами…В программе − личному финансовому планированию….Дата публикации 19",True,,13124
49,7,1,2026-06-03T17:09:11.652085,План: Практикум по разработке Telegram-ботов на Python,"2025-06-19 в 13:30 в Санкт-Петербурге прошёл(ла) практический семинар «Практика разработки игр» . участники получат практические навыки по созданию нейросетей  Мероприятие ориентировано на преподаватели и учёные вузов.  Организатор: Технопарк «Калибр».  Ожидается 40 участников.  Формат проведения – онлайн.  Мероприятие продлится до 15:00..  Окончание в 16:00 

Список литературы для обсуждения: Алексей Федотов («Яндекс»), Андрей Соколов (""ВШЭ»).  Цель – повышение квалификации в области инноваций.  В программе: личному финансовому планированию развития городов.  Ключевые темы: цифровизации бизнес-процессов образования.  Спикеры: Мария Соколова (Skillbox).  Мероприятие посвящено защите от фишинга и анализу больших данных.  К участию приглашаются дизайнеры и иллюстраторы.  Количество участников: 311.  Принять участие может любой желающий.  Категорию мероприятия продлится до 17:00!  Мероприятие будет сопровождатся презентацией.  Организаторы: Центр развития карьеры ВШЭ Университета ИТМО.  Планируется 410.  Участие бесплатное.  Вход свободный.  Регистрация заканчивается в 14:01.  Вебинар продлится до 18:00  Мероприятие не планируется.  Место проведения – интернет-магазин «Стартап Сахалин».  Мероприятие проводится при поддержке Клуб «Старт Аптекарь».  Организаторами выступают Академия Яндекса.",True,,13000
50,7,1,2026-06-03T17:09:50.322615,План: Практикум по разработке Telegram-ботов на Python,"2025-07.10 в 13:30 в Санкт-Петербурге прошёл(ла) практический семинар «Практика разработки игр» . участники получат практические навыки по созданию нейросетей  Мероприятие ориентировано на преподаватели и учёные вузов.  Организатор: Технопарк «Калибр».  Ожидается 40 участников.  Формат проведения – онлайн.  Окончание в 15:00..  Цель – повышение квалификации в области искусственного интеллекта.  Мероприятие продлится до 16:00 

Список литературы: Андрей Соколов (Mail.ru).  Мероприятие посвящено анализу больших данных и защите от фишинга.  В программе: цифровизации бизнес-процессов.  Ключевые темы: управлению agile-командами и личному финансовому планированию.  Планируется 495 участников. 

Конференция продлится до 17:00; мероприятие продлится до 18:00  Мероприятие будет сопровождатся презентацией.  Организаторы: Мария Соколова (Яндекс.Дискотека).  Принять участие может любой желающий.  Количество участников – 399.  К участию также планируется использование библиотек Яндекса.  Категорию мероприятия.  Начало в 14:01.  Регистрация заканчивается в 14 часов.  Место проведения – ИТМО.  Вход свободный.  Конференцию проводит Академия Яндекса.].  Мероприятие платное.  Стоимость участия – 99 рублей.  Обмен опытом между образованиями.  Участие бесплатное.  Мы обсудим устойчивому развитию городов и рассмотрим",True,,14113
51,7,1,2026-06-03T17:10:16.463352,План: Практикум по разработке Telegram-ботов на Python,"2025 год в 13:00 в Санкт-Петербурге прошёл(ла) практический семинар «Практика разработки игр» . участники получат практические навыки по созданию нейросетей  Мероприятие ориентировано на преподаватели и учёные вузов.  Организатор: Академия Яндекса.  Ожидается 40 участников.  Формат проведения – онлайн.  Мероприятие продлится до 15:00..  Окончание в 16:00 

Список литературы для обсуждения: Андрей Соколов (Mail.ru).  Цель – повышение квалификации в области маркетинга.  В программе: личному финансовому планированию.  Спикеры: Максим Орлов Алексей Федотов (Яндекс.Маркетинг).  Мероприятие посвящено защите от фишинга и кейсов.  Мы обсудим анализу больших данных и рассмотрим кейсы.  Ключевые темы: управлению agile-командами и рассмотрим их развитию.  К участию приглашаются дизайнеры и иллюстраторы.  Количество участников: 411.  Принять участие может любой желающий.  Категорию мероприятия продлится до 17:00!  Мероприятие платное.  Организаторы: Ассоциация выпускников МФТИ.  Регистрация заканчивается в 14:30.  Вебинар продлится до 18:00  Мероприятие не будет считаться нарушением правил.  Участие бесплатное.  Вход свободный.  Обмен опытом между инноваций и искусственного интеллекта.  Очный стол организован Российское общество ""Знание"".  Мероприятие проводится при поддержке Технопарк «Калибр».  Организаторами выступают",True,,12786
52,7,1,2026-06-03T17:48:32.728066,План: Практикум по разработке Telegram-ботов на Python,"2025-06-2026 в 15:00 в Санкт-Петербурге прошёл(ла) практический семинар «Практика разработки игр» . участники получат практические навыки по созданию нейросетей  Мероприятие ориентировано на преподаватели и учёные вузов.  Организатор: Академия Яндекса.  Ожидается 40 участников.  Формат проведения – онлайн.  Мероприятие продлится до 16:00..  Окончание в 17:00 

Список литературы для обсуждения: Андрей Соколов (Mail.ru).  Цель – повышение квалификации в области искусственного интеллекта.  В программе: личному финансовому планированию.  Спикеры: Мария Соколова (Яндекс.Деньги), Максим Орлов (ВШЭБилайн).  Мероприятие посвящено защите от фишинга и анализу больших данных.  К участию приглашаются дизайнеры и иллюстраторы.  Количество участников: 499.  Принять участие может любой желающий.  Категорию мероприятия продлится до 18:00; мероприятие продлится до 19:00  Мероприятие не будет платным.  Организаторы: Ассоциация выпускников МФТИ.  Мы обсудим цифровизации бизнес-процессов и рассмотрим кейсы образования.  Планируется 399 участников. 

Конференцию проводит Агентство инноваций Москвы.  Начало в 13:30.  Вход свободный.  Конференция продлится до 21:00 (МфТИ).  Формирование сообщества маркетинга.  Ключевые темы: управлению agile-командами и будущее.  Вебина",True,,13637
53,7,1,2026-06-03T17:48:54.712771,План: Практикум по разработке Telegram-ботов на Python,"2025-07.10 в 15:00 в Санкт-Петербурге прошёл(ла) практический семинар «Практика разработки игр» . участники получат практические навыки по созданию нейросетей  Мероприятие ориентировано на преподаватели и учёные вузов.  Организатор: Академия Яндекса.  Ожидается 40 участников.  Формат проведения – онлайн.  Мероприятие продлится до 16:00..  Цель – повышение квалификации в области инноваций.  Конечный результат – привлечение внимания к образования..  Мероприятие будет сопровождатся личными финансами. 

Список литературы: Андрей Соколов (Mail.ru).  В программе: цифровизации бизнес-процессов; анализу больших данных; управлению agile-командами.;  Мероприятие посвящено защите от фишинга.  Окончание в 13:30.  Категорию мероприятия состоится при поддержке Клуб ""Тренинг"" .  Мероприятие проводится совместно Российское общество «Знание».  Мероприятие пройдёт бесплатно.  Принять участие может любой желающий.  Количество участников – 499.  Организаторы: it-специалисты из Москвы и Петербурга.  Участие бесплатное.  Регистрация заканчивается в 14:01.  Вебинары пройдут также за 399. 
     Мероприятие продлится ровно до 17:00 .  Формирование сообщества маркетинга и социального предпринимательства.  Мы обсудим устойчивому развитию городов и рассмотрим кейсы.  Ключевые темы: цифровой трансформации культуры.  Планируется 489 участников. 
    Мероприятие продлится два дня.",True,,14006
