input_text,output_text
"Название мероприятия: Мастер-класс по керамической флористике. Дата: 2026-07-08. Время: 12:00. Место проведения: Воронеж, Гончарная мастерская. Описание: Лепка цветов из полимерной глины. Спикер(ы): Мастер Наталья Климова. Аудитория (категория): Женщины, хобби.","В гончарной мастерской Воронежа прошёл МК по лепке роз из глины. Участницы создали реалистичные броши. Наталья Климова раскрыла секреты смешивания цветов и запекания."
"Название мероприятия: Лекция о нанотехнологиях. Дата: 2026-07-09. Время: 13:30. Место проведения: Новосибирск, НГТУ. Описание: Графен, квантовые точки, применение в электронике. Спикер(ы): Наноинженер Дмитрий Завьялов. Аудитория (категория): Студенты технических специальностей.","В НГТУ наноинженер Д. Завьялов показал образцы графена и продемонстрировал, как квантовые точки меняют цвет в зависимости от размера. Слушатели узнали о гибких дисплеях на основе наноматериалов."
"Название мероприятия: Вебинар по психологии общения. Дата: 2026-07-10. Время: 19:00. Место проведения: Онлайн (Skype). Описание: Как слушать, задавать вопросы и решать конфликты. Спикер(ы): Психолог Ирина Леонова. Аудитория (категория): Менеджеры по продажам.","Психолог Ирина Леонова провела вебинар по коммуникациям. Она дала упражнение на активное слушание и техники «Я-сообщений». Участники отработали сложный диалог с агрессивным клиентом."
"Название мероприятия: Лекция о миграции птиц. Дата: 2026-07-11. Время: 11:30. Место проведения: Волгоград, Дарвинский музей. Описание: GPS-треки, ориентация по звёздам, спящие режимы. Спикер(ы): Орнитолог Елена Птицына. Аудитория (категория): Биологи и любители природы.","В Дарвинском музее орнитолог Елена Птицына рассказала о результатах мечения аистов. Оказалось, что они используют магнитное поле Земли. Дети смогли погладить чучело соловья."
"Название мероприятия: Семинар по контекстной рекламе. Дата: 2026-07-12. Время: 10:00. Место проведения: Онлайн. Описание: Google Ads, Яндекс.Директ, настройка таргетинга. Спикер(ы): Специалист по платному трафику Андрей Романов. Аудитория (категория): Интернет-маркетологи.","Андрей Романов на семинаре показал, как снизить стоимость клика в 2 раза с помощью минус-слов и корректировок ставок. Участники настроили кампанию в демо-режиме. Запись продаётся за 1990 руб."
"Название мероприятия: Лекция об эпигенетике. Дата: 2026-07-13. Время: 17:00. Место проведения: Москва, Библиотека им. Ленина. Описание: Наследование приобретённых признаков через метилирование ДНК. Спикер(ы): Биолог Сергей Анисимов. Аудитория (категория): Биологи и медики.","Биолог Сергей Анисимов в РГБ рассказал об эпигенетике. Он привёл пример: если мышь пугают запахом вишни, то её внуки тоже бояться этого запаха. Лекция вызвала бурное обсуждение памяти поколений."
"Название мероприятия: Хакатон по разработке AR-приложений. Дата: 2026-07-14. Время: 09:30. Место проведения: Санкт-Петербург, Коворкинг «Z10». Описание: Создать AR-фильтр для соцсетей или навигацию в музее. Спикер(ы): AR-разработчики из VK. Аудитория (категория): Unity-разработчики.","В коворкинге Z10 стартовал AR-хакатон. За 2 дня нужно сделать маску с эффектом размытия времени. Приз — айфон для тестирования приложений."
"Название мероприятия: Лекция о науке счастья. Дата: 2026-07-15. Время: 19:00. Место проведения: Онлайн. Описание: Исследования позитивной психологии, дофамин и серотонин. Спикер(ы): Нейропсихолог Анна Гусева. Аудитория (категория): Все желающие.","Нейропсихолог Анна Гусева рассказала, почему деньги не делают нас счастливыми, а социальные связи — да. Она дала 3 упражнения для повышения уровня дофамина без лекарств."
"Название мероприятия: Мастер-класс по гравюре на стекле. Дата: 2026-07-16. Время: 12:00. Место проведения: Владивосток, Стеклодувная студия. Описание: Рисунок пескоструем, гравировка. Спикер(ы): Художник Юлия Стеклова. Аудитория (категория): Творческие люди.","Во владивостокской стеклодувной студии Юлия Стеклова обучила участников созданию матового узора на бокалах. Каждый унёс именной сувенир."
"Название мероприятия: Лекция о радиационной безопасности. Дата: 2026-07-17. Время: 15:00. Место проведения: Екатеринбург, УрФУ. Описание: Приборы, нормы, защита от радона. Спикер(ы): Физик Владимир Невзоров. Аудитория (категория): Экологи и строители.","В УрФУ физик-дозиметрист показал бытовые измерители радона. Оказалось, что в подвалах некоторых домов Екатеринбурга уровень превышен. Слушатели получили рекомендации по вентиляции."
"Название мероприятия: Конференция по мобильной разработке Mobius. Дата: 2026-07-18. Время: 10:00. Место проведения: Москва, Loft Hall. Описание: SwiftUI, Jetpack Compose, кросс-платформа Flutter. Спикер(ы): Разработчики из Авито, Контура, Redmadrobot. Аудитория (категория): iOS и Android разработчики.","В Москве стартовала конференция Mobius. Ключевые темы — миграция с UIKit на SwiftUI и производительность Flutter на Android. Авито поделилось опытом внедрения Compose в суперприложение."
"Название мероприятия: Лекция о геологии Марса. Дата: 2026-07-19. Время: 13:00. Место проведения: Санкт-Петербург, Планетарий №1. Описание: Данные марсоходов, потенциальные следы воды. Спикер(ы): Астрогеолог Илья Колчин. Аудитория (категория): Астрономы-любители.","В Планетарии №1 астрогеолог Илья Колчин показал панорамы кратера Гейл. Он нашёл минеральные жилы, которые на Земле образуются только в присутствии горячих источников — новые аргументы за жизнь на Марсе."
"Название мероприятия: Хакатон для аналитиков данных. Дата: 2026-07-20. Время: 08:30. Место проведения: Онлайн (Kaggle). Описание: Прогнозирование спроса на товары в крупном ритейле. Спикер(ы): Data Scientist из X5 Group. Аудитория (категория): Аналитики.","На Kaggle стартовал хакатон от X5 Group. Участникам дали данные о продажах 100 магазинов. Приз — 500 000 руб. и приглашение на стажировку."
"Название мероприятия: Лекция о теории струн. Дата: 2026-07-21. Время: 18:30. Место проведения: Москва, ФИАН. Описание: Многомерность, браны, дуальности. Спикер(ы): Теоретик Владимир Орлов. Аудитория (категория): Физики-математики.","В ФИАНе теоретик Владимир Орлов читал лекцию о струнах. Он объяснил, почему мы не видим дополнительные измерения, и как теория суперструн предсказывает гравитоны. Зал задавал сложные вопросы."
"Название мероприятия: Семинар по корпоративной культуре. Дата: 2026-07-22. Время: 11:00. Место проведения: Онлайн (Webinar). Описание: Как удерживать сотрудников, ценность recognition. Спикер(ы): HR-директор «ВкусВилл» Татьяна Рудакова. Аудитория (категория): HR-специалисты.","Татьяна Рудакова из «ВкусВилл» поделилась программой нематериальной мотивации. Она сказала, что регулярная похвала от руководителя снижает текучку на 30%. Слушатели получили шаблон еженедельного отзыва."
"Название мероприятия: Лекция о биомимикрии. Дата: 2026-07-23. Время: 16:00. Место проведения: Новосибирск, Академгородок. Описание: Лотос-эффект, крылья бабочек в оптике, шипы дикобраза. Спикер(ы): Биофизик Светлана Хайруллина. Аудитория (категория): Дизайнеры и инженеры.","Биофизик Светлана Хайруллина в Академгородке рассказала о создании самоочищающихся поверхностей и клеев по образцу лап геккона. Инженеры начали думать, как применить это в строительстве."
"Название мероприятия: Мастер-класс по сыроварению. Дата: 2026-07-24. Время: 10:30. Место проведения: Краснодар, Сыроварня «Круглый год». Описание: Приготовление камамбера и рикотты из козьего молока. Спикер(ы): Сыровар Евгений Носов. Аудитория (категория): Гастроэнтузиасты.","На сыроварне «Круглый год» участники сами свернули молоко, посолили и отправили сыр на созревание. Евгений Носов объяснил, как избежать плесени. Через 3 недели каждый получит по головке сыра."
"Название мероприятия: Лекция о подводной археологии. Дата: 2026-07-25. Время: 14:00. Место проведения: Севастополь, Херсонес Таврический. Описание: Затонувшие античные корабли, подводные роботы. Спикер(ы): Археолог-маринист Андрей Соколов. Аудитория (категория): Историки.","В Херсонесе археолог Андрей Соколов показал амфоры и якоря, поднятые со дна Чёрного моря. Он рассказал о новом роботе, который сканирует дно в поисках затонувших городов."
"Название мероприятия: Вебинар по созданию нейросетевых обложек для книг. Дата: 2026-07-26. Время: 19:00. Место проведения: Онлайн. Описание: Midjourney, DALL-E, постобработка в Photoshop. Спикер(ы): Дизайнер Михаил Брагинский. Аудитория (категория): Писатели и издатели.","Дизайнер Михаил Брагинский показал, как сгенерировать 10 вариантов обложки за 5 минут в Midjourney и доработать в фотошопе. Участники создали обложку для своей будущей книги."
"Название мероприятия: Лекция о редактировании воспоминаний. Дата: 2026-07-27. Время: 12:30. Место проведения: Онлайн (YouTube). Описание: Эксперименты с оптогенетикой, стирание фобий. Спикер(ы): Нейробиолог Илья Клюев. Аудитория (категория): Психологи.","Нейробиолог Илья Клюев рассказал о технологии, позволяющей удалять конкретные пугающие воспоминания у мышей. Он предупредил об этических рисках у людей. Лекция собрала рекордные 100 000 просмотров за сутки."
"Название мероприятия: Хакатон по автоматизации офисных задач с помощью RPA. Дата: 2026-07-28. Время: 09:00. Место проведения: Москва, БЦ «Останкино». Описание: UiPath, создание роботов для ввода данных. Спикер(ы): Эксперт по RPA Илья Роботов. Аудитория (категория): Бизнес-аналитики.","В БЦ «Останкино» стартовал RPA-хакатон. Участники автоматизируют процесс выставления счетов. Победитель получит внедрение своего решения в компании-заказчике."
"Название мероприятия: Лекция о биоинформатике. Дата: 2026-07-29. Время: 15:00. Место проведения: Санкт-Петербург, СПбГУ. Описание: Анализ последовательностей ДНК, поиск генов. Спикер(ы): Биоинформатик Василий Рыков. Аудитория (категория): Биологи и программисты.","В СПбГУ биоинформатик Василий Рыков показал, как с помощью Python сравнить геномы коронавирусов. Студенты научились выравнивать последовательности с помощью BLAST."
"Название мероприятия: Кинопоказ «Тихоокеанский рубеж» с техническим разбором. Дата: 2026-07-30. Время: 19:30. Место проведения: Москва, кинотеатр «Каро 11 Октябрь». Описание: Реалистичность роботов-джагеров и физика ударов. Спикер(ы): Инженер-механик Илья Кукушкин. Аудитория (категория): Фанаты научной фантастики.","После показа «Тихоокеанского рубежа» инженер Илья Кукушкин разобрал, почему джагеры весом 2000 тонн провалились бы в асфальт, и предложил альтернативные конструкции. Зрители остались в восторге."
"Название мероприятия: Лекция о судебной экспертизе. Дата: 2026-07-31. Время: 11:00. Место проведения: Москва, Институт криминалистики. Описание: ДНК-дактилоскопия, анализ почерка. Спикер(ы): Криминалист Екатерина Воронова. Аудитория (категория): Студенты-юристы.","В Институте криминалистики Екатерина Воронова наглядно показала, как берут отпечатки и проводят экспертизу поддельных документов. Студенты сами попробовали найти следы на «месте преступления»."
"Название мероприятия: Семинар по SEO-оптимизации 2026. Дата: 2026-08-01. Время: 17:00. Место проведения: Онлайн. Описание: Влияние ИИ-поиска Google SGE, новые метрики. Спикер(ы): SEO-специалист Аркадий Лупкин. Аудитория (категория): Веб-мастера.","Аркадий Лупкин рассказал, что поиск с генеративными ответами снизил переходы на сайты на 30%, но трафик можно вернуть за счёт ответов на конкретные вопросы. Даны чек-листы по оптимизации."
"Название мероприятия: Лекция о происхождении нефти. Дата: 2026-08-02. Время: 14:30. Место проведения: Тюмень, Музей геологии. Описание: Биогенная и абиогенная теории, сланцевые месторождения. Спикер(ы): Геолог Николай Баженов. Аудитория (категория): Геологи и нефтяники.","В Музее геологии Николай Баженов представил данные в пользу того, что часть нефти имеет не органическое происхождение. Это вызвало дискуссию с залом. Экспонаты молодёжь осматривала с интересом."
"Название мероприятия: Мастер-класс по каллиграфии. Дата: 2026-08-03. Время: 13:00. Место проведения: Казань, Арт-пространство «Белый кот». Описание: Кириллический курсив, работа пером. Спикер(ы): Каллиграф Елена Орлова. Аудитория (категория): Дизайнеры и учителя.","В «Белом коте» каллиграф Елена Орлова учила писать красиво перьевой ручкой. Участники освоили нажим и соединения букв. К концу мастер-класса каждый написал открытку родным."
"Название мероприятия: Лекция о космической погоде. Дата: 2026-08-04. Время: 12:00. Место проведения: Москва, ИЗМИРАН. Описание: Солнечные вспышки, магнитные бури, влияние на технику. Спикер(ы): Астрофизик Александра Сергеева. Аудитория (категория): Радиоинженеры.","В ИЗМИРАНе учёная показала прогноз магнитных бурь на август-сентябрь. Она объяснила, как защитить спутники от потоков заряженных частиц. Инженеры получили памятку по экранированию."
"Название мероприятия: Хакатон по созданию skills для Алисы. Дата: 2026-08-05. Время: 10:00. Место проведения: Онлайн. Описание: Голосовые помощники, диалоговая логика. Спикер(ы): Разработчики Яндекс.Диалогов. Аудитория (категория): JS-разработчики.","Стартовал хакатон по навыкам для Алисы. Команды сделают трекер привычек. Лучший навык попадёт в подборку на главную страницу приложения."
"Название мероприятия: Лекция о когнитивных искажениях. Дата: 2026-08-06. Время: 19:00. Место проведения: Санкт-Петербург, Новая Голландия. Описание: Эффект Даннинга-Крюгера, ошибка выжившего. Спикер(ы): Психолог Владимир Нечаев. Аудитория (категория): Широкой публики.","В Новой Голландии психолог Владимир Нечаев весело и с примерами разобрал 10 когнитивных ловушек. Слушатели узнали, почему переоценивают свои способности и покупают ненужные вещи. Атмосфера была дружеской."
"Название мероприятия: Вебинар по инвестициям в недвижимость. Дата: 2026-08-07. Время: 15:30. Место проведения: Онлайн. Описание: Как выбрать объект, ипотека, налоги. Спикер(ы): Риелтор Сергей Клюев. Аудитория (категория): Частные инвесторы.","Сергей Клюев на вебинаре рассказал про целевые метры в новостройках Москвы и Санкт-Петербурга с доходностью 15% годовых. Он предупредил о рисках недостроев. Запись и 50 чек-листов в подарок."
"Название мероприятия: Лекция о биоакустике. Дата: 2026-08-08. Время: 14:00. Место проведения: Новосибирск, Зоопарк. Описание: Язык дельфинов, общение насекомых. Спикер(ы): Зоолог Михаил Орлов. Аудитория (категория): Дети и родители.","В новосибирском зоопарке зоолог Михаил Орлов записывал ультразвук летучих мышей и показывал спектрограммы. Дети попробовали имитировать крики дельфинов через специальный прибор. Лекция собрала полный зал."
"Название мероприятия: Семинар по созданию онлайн-курсов. Дата: 2026-08-09. Время: 12:30. Место проведения: Онлайн. Описание: Как записывать видео, структура уроков, удержание студентов. Спикер(ы): Методист Skillbox Анна Федотова. Аудитория (категория): Преподаватели и блогеры.","Методист Skillbox Анна Федотова раскрыла секреты упаковки знаний: 7 минут на видео, интерактивные вставки, тесты. Участники спроектировали программу своего курса за 2 часа."
"Название мероприятия: Лекция о нейроморфных вычислениях. Дата: 2026-08-10. Время: 16:30. Место проведения: Москва, МФТИ. Описание: Чипы, имитирующие нейроны, Loihi. Спикер(ы): Инженер Intel Сергей Вавилов. Аудитория (категория): Микроэлектронщики.","В МФТИ представитель Intel рассказал о нейроморфном чипе Loihi 2, который в 1000 раз энергоэффективнее обычных GPU для задач распознавания. Студенты увидели демо робота, который обучается на месте."
"Название мероприятия: Мастер-класс по японской живописи суми-э. Дата: 2026-08-11. Время: 11:00. Место проведения: Владивосток, Центр восточной культуры. Описание: Тушь, рисовая бумага, техника «бамбук». Спикер(ы): Художница Наталья Сато. Аудитория (категория): Художники.","Во владивостокском центре восточной культуры Наталья Сато обучила участников искусству суми-э. Каждый нарисовал ветку сакуры несколькими мазками. Мастер-класс сопровождался чайной церемонией."
"Название мероприятия: Лекция о вирусологии. Дата: 2026-08-12. Время: 18:00. Место проведения: Онлайн. Описание: Что такое прионы, как вирусы захватывают клетку. Спикер(ы): Вирусолог Дмитрий Ветров. Аудитория (категория): Медики.","Вирусолог Дмитрий Ветров в прямом эфире объяснил, почему прионы (белки-агрессоры) трудно уничтожить, и показал анимацию проникновения ВИЧ в лимфоцит. Вопросов было много, ответы разослали по почте."
"Название мероприятия: Хакатон по разработке low-code решений. Дата: 2026-08-13. Время: 09:00. Место проведения: Екатеринбург, Skolkovo campus. Описание: PowerApps, Bitrix, создание приложений без кода. Спикер(ы): Эксперт из MTS Low-Code. Аудитория (категория): Бизнес-пользователи.","В кампусе Сколково стартовал хакатон по low-code. За 36 часов участники собирают прототип CRM для малого бизнеса. Приз — ноутбук и консультация с экспертами."
"Название мероприятия: Лекция о поведенческой экономике. Дата: 2026-08-14. Время: 19:30. Место проведения: Москва, Культурный центр «Пунктум». Описание: Эвристика доступности, парадокс IKEA. Спикер(ы): Экономист Дарья Громова. Аудитория (категория): Маркетологи.","Экономист Дарья Громова на примере Starbucks рассказала, как якорение заставляет нас платить больше. Слушатели узнали, как использовать эти знания в ценообразовании. Было весело и практично."
"Название мероприятия: Семинар по безопасасности в интернете для пенсионеров. Дата: 2026-08-15. Время: 13:00. Место проведения: Москва, центр «Мои Документы». Описание: Фишинг, мошенничество, надёжные пароли. Спикер(ы): Волонтёр IT Владимир Старый. Аудитория (категория): Люди 60+.","В МФЦ волонтёр Владимир Старый обучил пенсионеров распознавать голосовых роботов-мошенников и создавать пароли. Бабушки активно задавали вопросы. Каждый получил памятку-шпаргалку."
"Название мероприятия: Лекция о нейроэстетике. Дата: 2026-08-16. Время: 17:00. Место проведения: Онлайн. Описание: Как мозг воспринимает красоту, формула приятного. Спикер(ы): Нейробиолог Татьяна Юрьева. Аудитория (категория): Искусствоведы.","Нейробиолог Татьяна Юрьева рассказала, что симметрия и золотое сечение активируют центры вознаграждения в мозге. Художники узнали, как «обманывать» зрителя через нарушение этих принципов."
"Название мероприятия: Мастер-класс по робототехнике LEGO. Дата: 2026-08-17. Время: 10:30. Место проведения: Казань, IT-лицей. Описание: Сборка и программирование робота-спасателя. Спикер(ы): Тренер FIRST LEGO League. Аудитория (категория): Дети 10–14 лет.","В IT-лицее Казани прошёл МК по LEGO-роботам. Дети собрали модели с датчиками расстояния, запрограммировали объезд препятствий. Лучшие команды получили кубки."
"Название мероприятия: Лекция о технологиях 6G. Дата: 2026-08-18. Время: 15:30. Место проведения: Санкт-Петербург, Бонч-Бруевича. Описание: Терагерцовый диапазон, reconfigurable intelligent surfaces. Спикер(ы): Профессор Никита Козлов. Аудитория (категория): Связисты.","Профессор Никита Козлов рассказал о 6G: скорость до 1 Тбит/с и покрытие космоса. Он показал прототип интеллектуальной поверхности, которая перенаправляет сигнал в обход преграды."
"Название мероприятия: Вебинар по воспитанию подростков. Дата: 2026-08-19. Время: 20:00. Место проведения: Онлайн. Описание: Как говорить о гаджетах и сексе без крика. Спикер(ы): Детский психолог Ольга Казанцева. Аудитория (категория): Родители.","Психолог Ольга Казанцева дала 5 правил разговора с подрастающими детьми: не обесценивать чувства, не сравнивать. Родители разыграли диалоги по ролям. Запись купили 3000 человек."
"Название мероприятия: Лекция о палеоботанике. Дата: 2026-08-20. Время: 13:00. Место проведения: Москва, Палеонтологический музей. Описание: Окаменевшие леса каменноугольного периода. Спикер(ы): Палеоботаник Илья Митрофанов. Аудитория (категория): Биологи.","В Палеонтологическом музее Илья Митрофанов показал отпечатки папоротников и шишек возрастом 300 млн лет. Дети трогали окаменелую кору. Он рассказал, как растения создали кислородную атмосферу."
"Название мероприятия: Хакатон по киберспортивной аналитике. Дата: 2026-08-21. Время: 11:00. Место проведения: Онлайн. Описание: Анализ повторов CS:GO, предсказание победителя. Спикер(ы): Аналитик из Virtus.pro. Аудитория (категория): Дата-сайентисты.","Виртус.про проводят хакатон: даны логи 1000 матчей. Нужно предсказать вероятность победы команды на основе первых 5 раундов. Приз — мерч и стажировка."
"Название мероприятия: Лекция о тканевой инженерии. Дата: 2026-08-22. Время: 16:00. Место проведения: Новосибирск, Медицинский университет. Описание: Выращивание хряща и кожи, 3D-биопечать. Спикер(ы): Биотехнолог Арсений Белов. Аудитория (категория): Медики.","Биотехнолог Арсений Белов показал образец выращенного из стволовых клеток хряща для коленного сустава. Он продемонстрировал биопринтер, печатающий кожу для ожоговых центров. Клинические испытания начнутся в 2027 году."
"Название мероприятия: Круглый стол «Криптовалюты в России». Дата: 2026-08-23. Время: 12:00. Место проведения: Москва, Торгово-промышленная палата. Описание: Легализация майнинга, цифровой рубль. Спикер(ы): Депутаты, представители ЦБ. Аудитория (категория): Бизнесмены.","В ТПП обсудили законопроект о майнинге: предлагают регистрацию и налоги. ЦБ РФ против свободного оборота крипты. Бизнес просит послаблений. Решение обещали к осени."
"Название мероприятия: Лекция о гибридных автомобилях. Дата: 2026-08-24. Время: 15:00. Место проведения: Москва, Политехнический музей. Описание: Устройство, экономия, экологические классы. Спикер(ы): Инженер-механик Михаил Петров. Аудитория (категория): Автолюбители.","Инженер Михаил Петров разобрал на стенде гибрид Toyota Prius: как работает рекуперация торможения. Слушатели узнали, почему гибриды выгоднее электромобилей в холодном климате."
"Название мероприятия: Вебинар по дизайну презентаций. Дата: 2026-08-25. Время: 14:00. Место проведения: Онлайн. Описание: Как не делать слайды с текстом, фигуры и анимация. Спикер(ы): Дизайнер из Google Слайдов Николай Логинов. Аудитория (категория): Студенты и менеджеры.","Дизайнер Николай Логинов на вебинаре превратил скучную текстовую презентацию в визуальный сторителлинг за 20 минут. 5 принципов: минимум текста, один ключевой элемент на слайд."
"Название мероприятия: Лекция о радиолокации. Дата: 2026-08-26. Время: 10:30. Место проведения: Санкт-Петербург, Военмех. Описание: Фазированные решётки, малозаметные объекты. Спикер(ы): Радиофизик Игорь Архипов. Аудитория (категория): Курсанты.","В Военмехе радиофизик Игорь Архипов рассказал об обнаружении стелс-самолётов с помощью многоканальных РЛС. Он провёл демонстрацию с помощью микроволнового излучения. Студенты задали много уточняющих вопросов."
"Название мероприятия: Мастер-класс по фьюжн-кухне. Дата: 2026-08-27. Время: 18:30. Место проведения: Екатеринбург, Ресторан «Этно». Описание: Смесь японской и мексиканской кухни. Спикер(ы): Шеф-повар Алексей Ясуда. Аудитория (категория): Любители кулинарии.","В ресторане «Этно» шеф-повар Алексей Ясуда приготовил суши-тако и обучил гостей. Участники сами завернули начинку в чиабатту. После — дегустация с коктейлями."
"Название мероприятия: Лекция о политической философии. Дата: 2026-08-28. Время: 19:00. Место проведения: Онлайн (Zoom). Описание: Идеи Платона, Макиавелли, Арендт в современном мире. Спикер(ы): Философ Григорий Хаус. Аудитория (категория): Гуманитарии.","Философ Григорий Хаус прочитал лекцию «Власть и насилие». Он провёл параллели между «Государством» Платона и цифровым надзором. Слушатели спорили о природе демократии. Запись на YouTube."
"Название мероприятия: Хакатон по веб-доступности. Дата: 2026-08-29. Время: 10:00. Место проведения: Москва, Digital October. Описание: Адаптация сайтов для незрячих, пользователей скринридеров. Спикер(ы): Эксперты из АНО «Россия без барьеров». Аудитория (категория): Фронтенд-разработчики.","В Digital October стартовал хакатон по accessibility. Участники адаптируют интернет-магазин под WCAG 2.1. Победители получат грант на обучение и аудит их собственного сайта."
"Название мероприятия: Лекция о садоводстве с AI. Дата: 2026-08-30. Время: 12:30. Место проведения: Онлайн. Описание: Умные теплицы, автоматический полив, распознавание болезней. Спикер(ы): Агроинженер Елена Лапина. Аудитория (категория): Дачники.","Агроинженер Елена Лапина рассказала, что нейросеть по фото листа определяет фитофтору с точностью 94%. Она показала недорогие контроллеры полива из Китая. Дачники записывали советы."
"Название мероприятия: Лекция о космических лифтах. Дата: 2026-08-31. Время: 15:00. Место проведения: Москва, МАИ. Описание: Углеродные нанотрубки, проекты NASA. Спикер(ы): Инженер Сергей Крутов. Аудитория (категория): Студенты-аэрокосмические.","В МАИ инженер Сергей Крутов рассказал о концепции космического лифта: трос длиной 100 000 км, вывод грузов без ракет. Пока материал не выдерживает. Но японцы тестируют карбоновые волокна."
"Название мероприятия: Вебинар по самопрезентации на собеседовании. Дата: 2026-09-01. Время: 14:30. Место проведения: Онлайн. Описание: Как отвечать на каверзные вопросы, сторителлинг. Спикер(ы): HR-эксперт Вера Смолина. Аудитория (категория): Соискатели.","Вера Смолина рассказала формулу STAR и показала разбор реальных ответов. Участники потренировались рассказывать о своих достижениях без скромности. Запись и шаблоны резюме в подарок."
"Название мероприятия: Лекция об истории криптографии. Дата: 2026-09-02. Время: 18:30. Место проведения: Санкт-Петербург, Музей связи. Описание: Шифр Цезаря, Энигма, Алан Тьюринг. Спикер(ы): Историк Игорь Шифров. Аудитория (категория): Школьники.","В Музее связи историк Игорь Шифров провёл лекцию о взломе Энигмы. Школьники сами зашифровали сообщения с помощью копии механической машинки. Выставка посвящена 100-летию Тьюринга."
"Название мероприятия: Мастер-класс по лепке пельменей. Дата: 2026-09-03. Время: 13:00. Место проведения: Ижевск, Кулинарная студия. Описание: Тесто, начинка, виды защипов. Спикер(ы): Шеф-повар Антон Пельменев. Аудитория (категория): Семьи с детьми.","В ижевской студии прошёл МК по настоящим пельменям: с олениной и кабаниной. Семьи лепили вместе, дети делали фигурные защипы. После — чаепитие с ухой из пельменей."
