input_text,output_text
"Название мероприятия: Круглый стол по искусству. Дата: 22.09.2028. Время: 18:30. Окончание: 20:30. Место проведения: Санкт-Петербург, Новая Голландия. Формат: Очный. Категория: Круглый стол. Количество участников: 60. Описание: Институции, частные галереи, краудфандинг в культуре. Цель: Выработка стратегии поддержки молодых художников. Спикеры: Директор музея Эрарта Елена Петрова, коллекционер Дмитрий Волков. Аудитория: Художники, кураторы, меценаты. Организатор: «Новая Голландия» совместно с Эрартой.","22 сентября в петербургской «Новой Голландии» состоится круглый стол о современном искусстве. Участники обсудят способы поддержки молодых художников. Среди спикеров – директор музея Эрарта Елена Петрова и коллекционер Дмитрий Волков. Приглашены 60 представителей культурного сообщества."
"Название мероприятия: Семинар по DevOps. Дата: 09.10.2028. Время: 10:00. Окончание: 16:00. Место проведения: Москва, Технопарк «Калибр». Формат: Очный. Категория: Семинар. Количество участников: 80. Описание: CI/CD, Docker, Kubernetes, мониторинг. Цель: Обмен практиками между DevOps-инженерами. Спикеры: Инженер из Ozon Tech Иван Фёдоров. Аудитория: DevOps и системные администраторы. Организатор: Российская ассоциация DevOps.","9 октября в московском Технопарке «Калибр» пройдёт семинар по DevOps. Иван Фёдоров из Ozon Tech поделится опытом внедрения CI/CD, Docker и Kubernetes. Участие примут 80 инженеров."
"Название мероприятия: Лекция о нанотехнологиях. Дата: 27.10.2028. Время: 15:30. Окончание: 17:30. Место проведения: Онлайн (YouTube). Формат: Онлайн. Категория: Лекция. Количество участников: 400. Описание: Наноматериалы, применение в медицине, энергетике. Цель: Популяризация науки. Спикеры: Лауреат премии «Просветитель» Александр Гусев. Аудитория: Школьники, студенты, взрослые. Организатор: Фонд «Наука».","27 октября лауреат премии «Просветитель» Александр Гусев прочитает онлайн-лекцию о нанотехнологиях. Зрители узнают о новых материалах и их применении в медицине. Ожидается 400 зрителей из разных городов."
"Название мероприятия: Хакатон по финансовому моделированию. Дата: 12.11.2028. Время: 09:00. Окончание: 18:00. Место проведения: Онлайн (GitHub, Zoom). Формат: Онлайн. Категория: Хакатон. Количество участников: 100. Описание: Построение моделей прогнозирования курсов валют, ценных бумаг. Цель: Поиск новых алгоритмов для трейдинга. Спикеры: Quant-аналитик «Тинькофф Инвестиции» Дмитрий Захаров. Аудитория: Финансовые аналитики, data science. Организатор: Тинькофф Инвестиции.","12 ноября пройдёт онлайн-хакатон по финансовому моделированию. Участники под руководством quant-аналитика Тинькофф будут создавать модели прогнозирования рынка. Соревнование соберёт 100 финансовых аналитиков и специалистов по данным."
"Название мероприятия: Мастер-класс по гончарному делу. Дата: 28.11.2028. Время: 16:00. Окончание: 19:00. Место проведения: Нижний Новгород, Арт-пространство «Стрелка». Формат: Очный. Категория: Мастер-класс. Количество участников: 15. Описание: Работа на гончарном круге, декорирование керамики. Цель: Творческая реабилитация и отдых. Спикеры: Художник-керамист Екатерина Морозова. Аудитория: Все желающие (16+). Организатор: Студия «Гончарный двор».","28 ноября в Нижнем Новгороде пройдёт мастер-класс по гончарному делу. Художник-керамист Екатерина Морозова обучит 15 участников работе на гончарном круге и украшению керамики."
"Название мероприятия: Тренинг по продажам для B2B. Дата: 16.12.2028. Время: 10:00. Окончание: 18:00. Место проведения: Краснодар, БЦ «Московский». Формат: Очный. Категория: Тренинг. Количество участников: 25. Описание: Этапы переговоров, возражения, сделки. Цель: Увеличение выручки отдела продаж. Спикеры: Бизнес-тренер «Лиги продаж» Иван Кузнецов. Аудитория: Руководители отделов продаж, аккаунт-менеджеры. Организатор: Торгово-промышленная палата Краснодарского края.","16 декабря в Краснодаре пройдёт тренинг по B2B-продажам. Бизнес-тренер Иван Кузнецов научит 25 участников техникам переговоров, работе с возражениями и закрытию сделок."
"Название мероприятия: Круглый стол по развитию финтеха. Дата: 24.01.2029. Время: 12:00. Окончание: 14:30. Место проведения: Онлайн (Webex). Формат: Онлайн. Категория: Круглый стол. Количество участников: 100. Описание: Открытый банкинг, цифровой рубль, биометрия. Цель: Обсуждение законодательных инициатив. Спикеры: Представители ЦБ РФ, Сбера, ВТБ. Аудитория: Банковские специалисты, финтех-предприниматели. Организатор: Ассоциация финтех-компаний.","24 января в онлайн-формате состоится круглый стол по развитию финтеха. Представители ЦБ, Сбера и ВТБ обсудят открытый банкинг, цифровой рубль и биометрию. К участию приглашены 100 специалистов."
"Название мероприятия: Хакатон по медицине будущего. Дата: 05.02.2029. Время: 09:00. Окончание: 21:00. Место проведения: Онлайн (спецплатформа). Формат: Онлайн. Категория: Хакатон. Количество участников: 200. Описание: Разработка систем для анализа медицинских снимков, IoT для здоровья. Цель: Поиск AI-решений для врачей. Спикеры: Врач-рентгенолог, эксперт по AI в медицине. Аудитория: Data scientist, медики. Организатор: Национальный медицинский исследовательский центр радиологии.","5 февраля пройдёт онлайн-хакатон по медицинским технологиям. Участники создадут системы анализа медицинских снимков с использованием AI. В хакатоне примут участие 200 специалистов по данным и врачей."
"Название мероприятия: Лекция о психологии влияния. Дата: 18.03.2029. Время: 17:00. Окончание: 19:00. Место проведения: Онлайн (Zoom). Формат: Онлайн. Категория: Лекция. Количество участников: 300. Описание: Принципы убеждения, социальное доказательство, авторитет. Цель: Обучение эффективной коммуникации. Спикеры: Кандидат психологических наук Ирина Борисова. Аудитория: Менеджеры по продажам, HR, все желающие. Организатор: Образовательный проект «Психо+».","18 марта состоится онлайн-лекция о психологии влияния. Кандидат психологических наук Ирина Борисова расскажет о принципах убеждения и социальном доказательстве. Лекцию посетят 300 менеджеров и всех интересующихся."
"Название мероприятия: Мастер-класс по устойчивому сельскому хозяйству. Дата: 22.04.2029. Время: 11:00. Окончание: 15:00. Место проведения: Ставрополь, Агротехнопарк. Формат: Очный. Категория: Мастер-класс. Количество участников: 40. Описание: Органическое земледелие, капельный полив, севообороты. Цель: Повышение урожайности без химии. Спикеры: Глава фермерского хозяйства «Эко-Дон» Сергей Павлов. Аудитория: Фермеры, агрономы. Организатор: Агроинновационный центр Ставрополья.","22 апреля в ставропольском Агротехнопарке пройдёт мастер-класс по устойчивому сельскому хозяйству. Сергей Павлов, глава Эко-Дон, поделится опытом органического земледелия. Приглашены 40 фермеров и агрономов."
"Название мероприятия: Хакатон по машинному обучению. Дата: 05.05.2025. Время: 10:00. Место проведения: Томск, Технопарк ТГУ. Категория: Хакатон. Количество участников: 45. Описание: Разработка моделей для предсказания погоды. Спикеры: Дмитрий Беляев (МФТИ). Аудитория: Студенты и аспиранты.","5 мая в Томске стартует хакатон по машинному обучению. Участникам предстоит разработать модели для прогноза погоды. К участию приглашены 45 студентов и аспирантов."
"Название мероприятия: Вебинар по управлению рисками. Дата: 12.06.2025. Время: 11:00. Окончание: 12:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 120. Описание: Идентификация, оценка и минимизация рисков в IT-проектах. Спикеры: Екатерина Воронова (Risk manager, Сбер). Аудитория: Project-менеджеры.","12 июня состоится онлайн-вебинар по управлению рисками в IT-проектах. Екатерина Воронова из Сбера расскажет о методах идентификации и минимизации рисков. Мероприятие рассчитано на 120 project-менеджеров."
"Название мероприятия: Мастер-класс по Swift. Дата: 23.07.2025. Время: 14:00. Окончание: 18:00. Место проведения: Казань, IT-парк. Формат: Очный. Количество участников: 18. Описание: Создание iOS-приложения на SwiftUI. Спикеры: Андрей Морозов (iOS-разработчик, «Тинькофф»). Аудитория: Начинающие iOS-разработчики.","23 июля в Казани пройдёт мастер-класс по SwiftUI. Андрей Морозов из Тинькофф научит 18 начинающих разработчиков создавать iOS-приложения."
"Название мероприятия: Конференция по VR/AR. Дата: 08.08.2025. Время: 10:00. Окончание: 18:00. Место проведения: Екатеринбург, КВЦ «Екатеринбург-Экспо». Категория: Конференция. Количество участников: 350. Описание: Демонстрация новейших гарнитур, обсуждение метавселенных. Спикеры: Павел Гусев (Meta), Анна Смирнова (VR-студия «Арт»). Аудитория: Разработчики VR/AR, дизайнеры.","8 августа в Екатеринбурге пройдёт конференция по виртуальной и дополненной реальности. Участники увидят новейшие гарнитуры и обсудят развитие метавселенных. Ожидается 350 разработчиков."
"Название мероприятия: Семинар по Git. Дата: 19.09.2025. Время: 15:00. Окончание: 17:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 90. Описание: Продвинутое использование Git, работа с ветками и конфликтами. Спикеры: Илья Козлов (Senior DevOps, VK). Аудитория: Junior-разработчики.","19 сентября состоится онлайн-семинар по продвинутому Git. Илья Козлов из VK расскажет о ветвлении и разрешении конфликтов. Семинар рассчитан на 90 junior-разработчиков."
"Название мероприятия: Лекция о нейросетях в дизайне. Дата: 04.10.2025. Время: 18:00. Окончание: 20:00. Место проведения: Санкт-Петербург, Музей современного искусства. Категория: Лекция. Количество участников: 70. Описание: Генерация изображений, стилизация. Спикеры: Алина Соколова (AI-художник). Аудитория: Дизайнеры и иллюстраторы.","4 октября в Санкт-Петербурге пройдёт лекция о применении нейросетей в дизайне. Алина Соколова, AI-художник, расскажет о генерации изображений и стилизации. На лекцию приглашены 70 дизайнеров."
"Название мероприятия: Тренинг по эмоциональному интеллекту. Дата: 12.11.2025. Время: 10:00. Окончание: 17:00. Место проведения: Нижний Новгород, БЦ «Стрелка». Формат: Очный. Количество участников: 25. Описание: Распознавание эмоций, эмпатия, управление стрессом. Спикеры: Психолог Елена Дорофеева. Аудитория: HR-директора.","12 ноября в Нижнем Новгороде пройдёт тренинг по эмоциональному интеллекту. Елена Дорофеева обучит 25 HR-директоров управлять эмоциями и развивать эмпатию."
"Название мероприятия: Вебинар по SEO. Дата: 25.12.2025. Время: 12:00. Окончание: 13:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 300. Описание: Внутренняя оптимизация, ссылочное продвижение. Спикеры: SEO-специалист Антон Шишкин. Аудитория: Маркетологи и владельцы сайтов.","25 декабря состоится онлайн-вебинар по SEO. Антон Шишкин расскажет о внутренней оптимизации и ссылочном продвижении. Вебинар соберёт 300 маркетологов."
"Название мероприятия: Хакатон по биоинформатике. Дата: 14.01.2026. Время: 09:00. Окончание: 21:00. Место проведения: Новосибирск, Академпарк. Категория: Хакатон. Количество участников: 60. Описание: Анализ геномных данных, поиск маркеров заболеваний. Спикеры: Дмитрий Пономарёв (Институт цитологии РАН). Аудитория: Биоинформатики.","14 января в новосибирском Академпарке пройдёт хакатон по биоинформатике. 60 специалистов будут анализировать геномные данные под руководством Дмитрия Пономарёва из РАН."
"Название мероприятия: Конференция по искусству. Дата: 27.02.2026. Время: 15:00. Окончание: 20:00. Место проведения: Москва, ГЦСИ. Категория: Конференция. Количество участников: 150. Описание: Современные художественные практики, инсталляции. Спикеры: Куратор Анна Логинова, художник Сергей Лыков. Аудитория: Художники, критики.","27 февраля в Москве пройдёт конференция по современному искусству. 150 художников и критиков обсудят новейшие практики и инсталляции."
"Название мероприятия: Мастер-класс по питону для анализа данных. Дата: 09.03.2026. Время: 14:00. Окончание: 18:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 55. Описание: Pandas, визуализация, предобработка данных. Спикеры: Александр Калинин (Senior Data Scientist, Ozon). Аудитория: Аналитики данных.","9 марта пройдёт онлайн-мастер-класс по анализу данных на Python. Александр Калинин из Ozon обучит 55 аналитиков работе с Pandas и визуализации."
"Название мероприятия: Круглый стол по криптовалютам. Дата: 18.04.2026. Время: 16:00. Окончание: 18:00. Место проведения: Онлайн. Категория: Круглый стол. Количество участников: 80. Описание: Регулирование, будущее биткоина, DeFi. Спикеры: Представители ЦБ РФ, эксперты Binance. Аудитория: Инвесторы, разработчики блокчейна.","18 апреля в онлайн-формате состоится круглый стол о криптовалютах. Представители ЦБ и Binance обсудят регулирование и будущее DeFi. Участие примут 80 инвесторов и разработчиков."
"Название мероприятия: Выставка цифрового искусства. Дата: 05.05.2026. Время: 12:00. Окончание: 20:00. Место проведения: Санкт-Петербург, Цифровой центр. Категория: Выставка. Количество участников: 200. Описание: Интерактивные инсталляции, NFT-галерея. Спикеры: Художники и кураторы. Аудитория: Широкая публика (12+).","5 мая в Санкт-Петербурге откроется выставка цифрового искусства. Гости увидят интерактивные инсталляции и NFT-галерею. Выставку посетят около 200 человек."
"Название мероприятия: Семинар по PostgresQL. Дата: 22.06.2026. Время: 10:00. Окончание: 14:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 110. Описание: Оптимизация запросов, партиционирование. Спикеры: Денис Фролов (DBA, Avito). Аудитория: Базы данных администраторы.","22 июня пройдёт онлайн-семинар по PostgreSQL. Денис Фролов из Avito расскажет об оптимизации запросов и партиционировании. Семинар рассчитан на 110 администраторов баз данных."
"Название мероприятия: Лекция о квантовых вычислениях. Дата: 07.07.2026. Время: 17:00. Окончание: 19:00. Место проведения: Онлайн. Категория: Лекция. Количество участников: 180. Описание: Кубиты, квантовые алгоритмы, перспективы. Спикеры: Андрей Соколов (МФТИ). Аудитория: Физики и IT-специалисты.","7 июля онлайн-лекцию о квантовых вычислениях прочитает Андрей Соколов из МФТИ. Слушатели узнают о кубитах и квантовых алгоритмах. Лекцию посетят 180 человек."
"Название мероприятия: Тренинг по переговорам. Дата: 19.08.2026. Время: 09:30. Окончание: 17:30. Место проведения: Краснодар, БЦ «Галерея». Формат: Очный. Количество участников: 22. Описание: Жёсткие переговоры, тактики убеждения. Спикеры: Бизнес-тренер Олег Смирнов. Аудитория: Менеджеры по продажам.","19 августа в Краснодаре пройдёт тренинг по переговорам. 22 менеджера по продажам под руководством Олега Смирнова освоят тактики убеждения."
"Название мероприятия: Вебинар по продвижению в соцсетях. Дата: 30.09.2026. Время: 15:00. Окончание: 16:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 250. Описание: Таргет, контент-план, аналитика. Спикеры: Мария Силина (SMM-директор, VK). Аудитория: SMM-менеджеры.","30 сентября состоится вебинар по продвижению в соцсетях. Мария Силина из VK расскажет о таргете и контент-плане. Участниками станут 250 SMM-менеджеров."
"Название мероприятия: Хакатон по робототехнике. Дата: 12.10.2026. Время: 09:00. Окончание: 20:00. Место проведения: Челябинск, Дворец пионеров. Категория: Хакатон. Количество участников: 35. Описание: Сборка и программирование роботов на Arduino. Спикеры: Инженеры «Роббо». Аудитория: Школьники 12-17 лет.","12 октября в Челябинске пройдёт хакатон по робототехнике. 35 школьников соберут роботов на Arduino под руководством инженеров «Роббо»."
"Название мероприятия: Круглый стол по здравоохранению. Дата: 25.11.2026. Время: 11:00. Окончание: 13:00. Место проведения: Онлайн. Категория: Круглый стол. Количество участников: 60. Описание: Телемедицина, AI в диагностике. Спикеры: Главврач городской больницы №1, представители Сбера. Аудитория: Врачи и IT-специалисты.","25 ноября в онлайн-формате пройдёт круглый стол по цифровому здравоохранению. Участники обсудят телемедицину и искусственный интеллект в диагностике. Приглашены 60 врачей и IT-специалистов."
"Название мероприятия: Мастер-класс по созданию чат-ботов без кода. Дата: 08.12.2026. Время: 16:00. Окончание: 18:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 130. Описание: Платформа ManyChat, сценарии, интеграции. Спикеры: Никита Гусев (Marketing CRM, Тинькофф). Аудитория: Маркетологи.","8 декабря пройдёт онлайн-мастер-класс по созданию чат-ботов без кода. Никита Гусев из Тинькофф покажет возможности ManyChat. Участие примут 130 маркетологов."
"Название мероприятия: Конференция по устойчивому развитию. Дата: 17.01.2027. Время: 10:00. Окончание: 18:00. Место проведения: Уфа, Конгресс-холл. Категория: Конференция. Количество участников: 280. Описание: Цели устойчивого развития, ESG, отчёты. Спикеры: Эксперты ООН, Всемирного банка. Аудитория: Директора по устойчивому развитию.","17 января в Уфе пройдёт конференция по устойчивому развитию. 280 директоров по ESG обсудят новые стандарты отчётности вместе с экспертами ООН."
"Название мероприятия: Семинар по Docker. Дата: 26.02.2027. Время: 14:00. Окончание: 16:30. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 95. Описание: Контейнеризация, Docker Compose, образы. Спикеры: Роман Сидоров (DevOps, Ozon). Аудитория: Разработчики.","26 февраля пройдёт онлайн-семинар по Docker. Роман Сидоров из Ozon расскажет о контейнеризации и Docker Compose. Семинар рассчитан на 95 разработчиков."
"Название мероприятия: Лекция о маркетинге влияния. Дата: 09.03.2027. Время: 18:30. Окончание: 20:00. Место проведения: Онлайн. Категория: Лекция. Количество участников: 220. Описание: Инфлюенс-маркетинг, анализ аудитории, ROI. Спикеры: Анна Мельникова (PR-директор, Sber). Аудитория: Маркетологи.","9 марта онлайн-лекцию о маркетинге влияния прочитает Анна Мельникова из Сбера. 220 маркетологов узнают об инфлюенс-маркетинге и расчёте ROI."
"Название мероприятия: Тренинг по тайм-менеджменту. Дата: 21.04.2027. Время: 10:00. Окончание: 16:00. Место проведения: Самара, БЦ «Вершина». Формат: Очный. Количество участников: 28. Описание: Матрица Эйзенхауэра, Pomodoro, делегирование. Спикеры: Коуч Елена Соловьёва. Аудитория: Руководители отделов.","21 апреля в Самаре пройдёт тренинг по тайм-менеджменту. 28 руководителей под руководством коуча Елены Соловьёвой освоят методы планирования."
"Название мероприятия: Хакатон по FinTech. Дата: 03.05.2027. Время: 09:00. Окончание: 21:00. Место проведения: Пермь, Технопарк «Кванториум». Категория: Хакатон. Количество участников: 50. Описание: Разработка приложений для мобильного банкинга. Спикеры: Эксперты Т-Банка. Аудитория: Java-разработчики.","3 мая в Перми стартует FinTech-хакатон. 50 Java-разработчиков создадут прототипы мобильных банковских приложений с экспертами Т-Банка."
"Название мероприятия: Выставка промышленного дизайна. Дата: 16.06.2027. Время: 12:00. Окончание: 19:00. Место проведения: Нижний Новгород, Арсенал. Категория: Выставка. Количество участников: 260. Описание: Продуктовый дизайн, прототипирование, 3D-печать. Спикеры: Дизайнеры студии «Артемий Лебедев». Аудитория: Дизайнеры, инженеры.","16 июня в Нижнем Новгороде откроется выставка промышленного дизайна. 260 дизайнеров и инженеров увидят новейшие прототипы и 3D-печатные изделия."
"Название мероприятия: Вебинар по микроразметке. Дата: 28.07.2027. Время: 11:00. Окончание: 12:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 170. Описание: Schema.org, JSON-LD, влияние на SEO. Спикеры: Александр Сергеев (SEO-консультант). Аудитория: SEO-специалисты.","28 июля пройдёт онлайн-вебинар по микроразметке. Александр Сергеев расскажет о Schema.org и JSON-LD. Вебинар соберёт 170 SEO-специалистов."
"Название мероприятия: Мастер-класс по созданию сайтов на Tilda. Дата: 09.08.2027. Время: 15:00. Окончание: 19:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 75. Описание: Zero Block, анимация, адаптив. Спикеры: Екатерина Ильина (веб-дизайнер). Аудитория: Маркетологи, предприниматели.","9 августа пройдёт онлайн-мастер-класс по созданию сайтов на Tilda. Екатерина Ильина научит 75 участников работать с Zero Block и анимацией."
"Название мероприятия: Лекция о криптографии. Дата: 22.09.2027. Время: 17:00. Окончание: 19:00. Место проведения: Онлайн. Категория: Лекция. Количество участников: 210. Описание: Симметричное и асимметричное шифрование, хеширование. Спикеры: Профессор МГУ Алексей Григорьев. Аудитория: Студенты IT-специальностей.","22 сентября профессор МГУ Алексей Григорьев прочитает онлайн-лекцию по криптографии. 210 студентов узнают об основах шифрования и хеширования."
"Название мероприятия: Тренинг по публичным выступлениям. Дата: 04.10.2027. Время: 10:00. Окончание: 17:00. Место проведения: Казань, КЦ «Энергетик». Формат: Очный. Количество участников: 32. Описание: Структура речи, работа с голосом, контакт с аудиторией. Спикеры: Тренер по ораторству Иван Петров. Аудитория: Бизнес-тренеры и преподаватели.","4 октября в Казани пройдёт тренинг по публичным выступлениям. 32 бизнес-тренера под руководством Ивана Петрова отработают навыки речи и работы с аудиторией."
"Название мероприятия: Хакатон по кибербезопасности. Дата: 19.11.2027. Время: 09:00. Окончание: 20:00. Место проведения: Онлайн. Категория: Хакатон. Количество участников: 65. Описание: Поиск уязвимостей, пентест, защита. Спикеры: Эксперты Positive Technologies. Аудитория: Этичные хакеры.","19 ноября стартует онлайн-хакатон по кибербезопасности. 65 этичных хакеров под руководством экспертов Positive Technologies будут искать уязвимости."
"Название мероприятия: Семинар по Figma. Дата: 01.12.2027. Время: 14:00. Окончание: 17:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 85. Описание: Компоненты, плагины, совместная работа. Спикеры: Дизайнер Юлия Морозова. Аудитория: Дизайнеры интерфейсов.","1 декабря пройдёт онлайн-семинар по Figma. Юлия Морозова расскажет 85 дизайнерам о компонентах и плагинах."
"Название мероприятия: Вебинар по email-маркетингу. Дата: 13.01.2028. Время: 11:00. Окончание: 12:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 195. Описание: Персонализация, автоматизация, аналитика. Спикеры: Руководитель отдела email-маркетинга VK Мария Лебедева. Аудитория: Маркетологи.","13 января пройдёт вебинар по email-маркетингу. Мария Лебедева из VK расскажет о персонализации и автоматизации. Участие примут 195 маркетологов."
"Название мероприятия: Конференция по технологиям в образовании. Дата: 27.02.2028. Время: 10:00. Окончание: 18:00. Место проведения: Волгоград, Музей «Россия — моя история». Категория: Конференция. Количество участников: 310. Описание: VR/AR в школе, платформы для онлайн-обучения. Спикеры: Представители Минпросвещения, компании «Учи.ру». Аудитория: Учителя, методисты.","27 февраля в Волгограде пройдёт конференция по технологиям в образовании. 310 учителей обсудят внедрение VR/AR и онлайн-платформ в школах."
"Название мероприятия: Мастер-класс по анализу конкурентов. Дата: 10.03.2028. Время: 15:00. Окончание: 18:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 55. Описание: Инструменты: SimilarWeb, Serpstat, Ahrefs. Спикеры: SEO-аналитик Антон Ветров. Аудитория: Маркетологи, предприниматели.","10 марта пройдёт онлайн-мастер-класс по анализу конкурентов. Антон Ветров научит 55 маркетологов использовать SimilarWeb и Ahrefs."
"Название мероприятия: Лекция о психологии потребителя. Дата: 22.04.2028. Время: 18:00. Окончание: 20:00. Место проведения: Онлайн. Категория: Лекция. Количество участников: 240. Описание: Влияние цвета, запаха, ассоциаций. Спикеры: Психолог Маргарита Орлова. Аудитория: Маркетологи, бренд-менеджеры.","22 апреля онлайн-лекцию о психологии потребителя прочитает Маргарита Орлова. 240 маркетологов узнают о влиянии цвета и ассоциаций на выбор товара."
"Название мероприятия: Хакатон по голосовым помощникам. Дата: 06.05.2028. Время: 09:00. Окончание: 21:00. Место проведения: Тюмень, Технопарк. Категория: Хакатон. Количество участников: 40. Описание: Создание навыков для Алисы и Маруси. Спикеры: Специалисты Яндекс.Диалоги. Аудитория: Разработчики голосовых интерфейсов.","6 мая в Тюмени пройдёт хакатон по созданию навыков для голосовых ассистентов. 40 разработчиков под руководством специалистов Яндекс.Диалогов создадут навыки для Алисы и Маруси."
"Название мероприятия: Семинар по управлению командой. Дата: 19.06.2028. Время: 14:00. Окончание: 17:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 105. Описание: Мотивация, обратная связь, постановка задач. Спикеры: HR-эксперт Оксана Сидорова. Аудитория: Team lead и руководители.","19 июня пройдёт онлайн-семинар по управлению командой. Оксана Сидорова расскажет 105 тимлидам о мотивации и обратной связи."
"Название мероприятия: Вебинар по юнит-экономике. Дата: 01.07.2028. Время: 12:00. Окончание: 13:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 140. Описание: Расчет CAC, LTV, ROI. Спикеры: Финансовый директор «Маркета» Кирилл Новиков. Аудитория: Product owner и предприниматели.","1 июля пройдёт вебинар по юнит-экономике. Кирилл Новиков из «Маркета» объяснит расчёт CAC и LTV. Участие примут 140 product-owner'ов."
"Название мероприятия: Конференция по управлению продуктом. Дата: 15.08.2028. Время: 10:00. Окончание: 18:00. Место проведения: Ростов-на-Дону, ДГТУ. Категория: Конференция. Количество участников: 290. Описание: Roadmap, MVP, Customer Development. Спикеры: Product-директор «Тинькофф» Андрей Савельев. Аудитория: Product-менеджеры.","15 августа в Ростове-на-Дону пройдёт конференция по управлению продуктом. 290 product-менеджеров обсудят создание MVP и Customer Development."
"Название мероприятия: Мастер-класс по React. Дата: 28.09.2028. Время: 15:00. Окончание: 19:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 85. Описание: Хуки, контекст, управление состоянием. Спикеры: Frontend-эксперт VK Павел Власов. Аудитория: React-разработчики.","28 сентября пройдёт онлайн-мастер-класс по React. Павел Власов из VK научит 85 разработчиков использовать хуки и контекст."
"Название мероприятия: Тренинг по управлению стрессом. Дата: 10.10.2028. Время: 10:00. Окончание: 16:00. Место проведения: Воронеж, БЦ «БЦС». Формат: Очный. Количество участников: 25. Описание: Дыхательные практики, медитация, профилактика выгорания. Спикеры: Психолог Мария Шилова. Аудитория: Офисные работники.","10 октября в Воронеже пройдёт тренинг по управлению стрессом. 25 офисных работников под руководством Марии Шиловой освоят дыхательные практики и профилактику выгорания."
"Название мероприятия: Хакатон по нейроинтерфейсам. Дата: 23.11.2028. Время: 09:00. Окончание: 20:00. Место проведения: Онлайн. Категория: Хакатон. Количество участников: 45. Описание: Работа с OpenBCI, обработка ЭЭГ. Спикеры: Исследователи Университета ИТМО. Аудитория: Биоинженеры.","23 ноября пройдёт онлайн-хакатон по нейроинтерфейсам. 45 биоинженеров будут работать с OpenBCI и ЭЭГ вместе с учёными ИТМО."
"Название мероприятия: Лекция о микросервисах. Дата: 06.12.2028. Время: 17:00. Окончание: 19:00. Место проведения: Онлайн. Категория: Лекция. Количество участников: 190. Описание: Архитектура, контейнеризация, оркестрация. Спикеры: Архитектор Ozon Tech Сергей Малышев. Аудитория: Программисты.","6 декабря онлайн-лекцию о микросервисах прочитает архитектор Ozon Tech Сергей Малышев. 190 программистов узнают о контейнеризации и оркестрации."
"Название мероприятия: Вебинар по нотации BPMN. Дата: 19.01.2029. Время: 11:00. Окончание: 12:30. Место проведения: Онлайн. Категория: Вебинар. Количество участников: 160. Описание: Основные элементы, моделирование процессов. Спикеры: Бизнес-аналитик Анастасия Иванова. Аудитория: Бизнес-аналитики.","19 января пройдёт вебинар по нотации BPMN. Анастасия Иванова расскажет 160 бизнес-аналитикам об элементах и моделировании процессов."
"Название мероприятия: Конференция по data-инжинирингу. Дата: 30.01.2029. Время: 10:00. Окончание: 18:00. Место проведения: Иркутск, Технопарк. Категория: Конференция. Количество участников: 270. Описание: ETL/ELT, data lakes, stream processing. Спикеры: Data-инженеры из Сбера и Яндекс.Облака. Аудитория: Data-инженеры.","30 января в Иркутске пройдёт конференция по data-инжинирингу. 270 специалистов обсудят построение data lakes и stream processing."
"Название мероприятия: Мастер-класс по UX-тестированию. Дата: 12.02.2029. Время: 14:00. Окончание: 18:00. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 75. Описание: Сценарии, метрики, анализ результатов. Спикеры: Lead UX-исследователь Марина Юдина. Аудитория: UX-дизайнеры.","12 февраля пройдёт онлайн-мастер-класс по UX-тестированию. Марина Юдина научит 75 дизайнеров проводить тестирование и анализировать результаты."
"Название мероприятия: Семинар по Terraform. Дата: 25.03.2029. Время: 15:00. Окончание: 17:30. Место проведения: Онлайн. Формат: Онлайн. Количество участников: 115. Описание: Инфраструктура как код, модули, провайдеры. Спикеры: DevOps-инженер Вячеслав Головин (Selectel). Аудитория: DevOps.","25 марта пройдёт онлайн-семинар по Terraform. Вячеслав Головин из Selectel научит 115 DevOps-инженеров работе с модулями и провайдерами."
"Название мероприятия: Тренинг по Agile. Дата: 07.04.2029. Время: 10:00. Окончание: 18:00. Место проведения: Красноярск, БЦ «Перекрёсток». Формат: Очный. Количество участников: 30. Описание: Scrum, Kanban, ретроспективы. Спикеры: Agile-коуч Игорь Ковальчук. Аудитория: Project-менеджеры.","7 апреля в Красноярске пройдёт тренинг по Agile. 30 project-менеджеров под руководством Игоря Ковальчука освоят Scrum и Kanban."
